RowId,SchoolYear,OrganizationLevelId,OrganizationLevel,OrganizationId,OrganizationName,County,ESDOrganizationId,ESDName,LEAOrganizationId,LEACode,LEAName,SchoolOrganizationId,SchoolCode,SchoolName,TeacherTotal,StudentTotal,StudentToTeacherRatio,IsEEValidated,DataAsOf
626,2017-18,4,School,103994,School to Life,Spokane,100001,Educational Service District 101,100039,32356,Central Valley School District,103994,5003,School to Life,3,35,11.7,1,1/10/25
627,2017-18,4,School,102794,South Pines Elementary,Spokane,100001,Educational Service District 101,100039,32356,Central Valley School District,102794,3307,South Pines Elementary,24,316,13.2,1,1/10/25
628,2017-18,4,School,103921,Spokane Valley Learning Academy,Spokane,100001,Educational Service District 101,100039,32356,Central Valley School District,103921,1964,Spokane Valley Learning Academy,6,47,7.8,1,1/10/25
629,2017-18,4,School,105510,Spokane Valley Tech Skills Center,Spokane,100001,Educational Service District 101,100039,32356,Central Valley School District,105510,5278,Spokane Valley Tech Skills Center,7,14,2,1,1/10/25
630,2017-18,4,School,102796,Summit School,Spokane,100001,Educational Service District 101,100039,32356,Central Valley School District,102796,3465,Summit School,28,418,14.9,1,1/10/25
631,2017-18,4,School,102803,Sunrise Elementary,Spokane,100001,Educational Service District 101,100039,32356,Central Valley School District,102803,4160,Sunrise Elementary,40,625,15.6,1,1/10/25
632,2017-18,4,School,102789,University Elementary School,Spokane,100001,Educational Service District 101,100039,32356,Central Valley School District,102789,3064,University Elementary School,27,299,11.1,1,1/10/25
633,2017-18,4,School,102795,University High School,Spokane,100001,Educational Service District 101,100039,32356,Central Valley School District,102795,3415,University High School,100,1817,18.2,1,1/10/25
634,2017-18,4,School,104026,Garrett Heyns High School,Lewis,NULL,NULL,104025,21926,Centralia College,104026,3598,Garrett Heyns High School,0,NULL,NULL,0,1/10/25
635,2017-18,4,School,101868,Centralia High School,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,101868,2166,Centralia High School,63,1096,17.4,1,1/10/25
636,2017-18,4,School,101875,Centralia Middle School,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,101875,3240,Centralia Middle School,33,492,14.9,1,1/10/25
637,2017-18,4,School,106014,Centralia School District SpEd Pre-school,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,106014,5463,Centralia School District SpEd Pre-school,0,125,NULL,0,1/10/25
638,2017-18,4,School,101869,Edison Elementary,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,101869,2244,Edison Elementary,22,341,15.5,1,1/10/25
639,2017-18,4,School,101871,Fords Prairie Elementary,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,101871,2704,Fords Prairie Elementary,30,378,12.6,1,1/10/25
640,2017-18,4,School,105786,Futurus High School,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,105786,5359,Futurus High School,3,57,19,1,1/10/25
641,2017-18,4,School,101874,Jefferson Lincoln Elementary,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,101874,3172,Jefferson Lincoln Elementary,27,388,14.4,1,1/10/25
642,2017-18,4,School,101870,Oakview Elementary School,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,101870,2291,Oakview Elementary School,28,439,15.7,1,1/10/25
643,2017-18,4,School,101873,Washington Elementary School,Lewis,100004,Capital Region ESD 113,100040,21401,Centralia School District,101873,2768,Washington Elementary School,27,371,13.7,1,1/10/25
644,2017-18,4,School,101857,Cascade Elementary School,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,101857,2274,Cascade Elementary School,27,446,16.5,1,1/10/25
645,2017-18,4,School,101861,Chehalis Middle School,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,101861,4311,Chehalis Middle School,36,620,17.2,1,1/10/25
646,2017-18,4,School,101855,Green Hill Academic School,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,101855,2027,Green Hill Academic School,21,179,8.5,1,1/10/25
647,2017-18,4,School,105797,Lewis County Alternative School,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,105797,5369,Lewis County Alternative School,4,22,5.5,1,1/10/25
648,2017-18,4,School,105632,Lewis County Jail,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,105632,5317,Lewis County Jail,0,NULL,NULL,0,1/10/25
649,2017-18,4,School,101854,Lewis County Juvenile Detention,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,101854,1559,Lewis County Juvenile Detention,1,17,17,1,1/10/25
650,2017-18,4,School,101860,Olympic Elementary,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,101860,3346,Olympic Elementary,31,422,13.6,1,1/10/25
651,2017-18,4,School,101858,R E Bennett Elementary,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,101858,2442,R E Bennett Elementary,26,420,16.2,1,1/10/25
652,2017-18,4,School,101859,W F West High School,Lewis,100004,Capital Region ESD 113,100041,21302,Chehalis School District,101859,2799,W F West High School,55,973,17.7,1,1/10/25
653,2017-18,4,School,102814,Betz Elementary,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,102814,2954,Betz Elementary,34,453,13.3,1,1/10/25
654,2017-18,4,School,104709,Birth To Three,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,104709,5126,Birth To Three,0,64,NULL,0,1/10/25
655,2017-18,4,School,102817,Cheney High School,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,102817,3610,Cheney High School,78,1305,16.7,1,1/10/25
656,2017-18,4,School,102812,Cheney Middle School,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,102812,2447,Cheney Middle School,32,469,14.7,1,1/10/25
657,2017-18,4,School,105902,Cheney Open Doors,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,105902,5396,Cheney Open Doors,0,9,NULL,0,1/10/25
658,2017-18,4,School,104152,HomeWorks,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,104152,5035,HomeWorks,3,78,26,1,1/10/25
659,2017-18,4,School,105542,Phil Snowdon Elementary,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,105542,5294,Phil Snowdon Elementary,30,511,17,1,1/10/25
660,2017-18,4,School,102819,Salnave Elementary,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,102819,3761,Salnave Elementary,32,389,12.2,1,1/10/25
661,2017-18,4,School,102813,Sunset Elementary,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,102813,2814,Sunset Elementary,39,472,12.1,1,1/10/25
662,2017-18,4,School,102810,Three Springs High School,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,102810,1769,Three Springs High School,3,39,13,1,1/10/25
663,2017-18,4,School,105485,Westwood Middle School,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,105485,5269,Westwood Middle School,41,579,14.1,1,1/10/25
664,2017-18,4,School,102816,Windsor Elementary,Spokane,100001,Educational Service District 101,100042,32360,Cheney School District,102816,3309,Windsor Elementary,42,555,13.2,1,1/10/25
665,2017-18,4,School,102870,Chewelah Alternative,Stevens,100001,Educational Service District 101,100043,33036,Chewelah School District,102870,1709,Chewelah Alternative,1,11,11,1,1/10/25
666,2017-18,4,School,102873,Gess Elementary,Stevens,100001,Educational Service District 101,100043,33036,Chewelah School District,102873,2664,Gess Elementary,21,316,15,1,1/10/25
667,2017-18,4,School,102872,Jenkins Junior/Senior High,Stevens,100001,Educational Service District 101,100043,33036,Chewelah School District,102872,2404,Jenkins Junior/Senior High,24,388,16.2,1,1/10/25
668,2017-18,4,School,102871,Quartzite Learning,Stevens,100001,Educational Service District 101,100043,33036,Chewelah School District,102871,1763,Quartzite Learning,4,57,14.3,1,1/10/25
669,2017-18,4,School,100956,Chimacum Creek Primary School,Jefferson,100005,Olympic Educational Service District 114,100044,16049,Chimacum School District,100956,4552,Chimacum Creek Primary School,15,211,14.1,1,1/10/25
670,2017-18,4,School,100953,Chimacum Elementary School,Jefferson,100005,Olympic Educational Service District 114,100044,16049,Chimacum School District,100953,2697,Chimacum Elementary School,17,199,11.7,1,1/10/25
671,2017-18,4,School,100954,Chimacum Junior/Senior High School,Jefferson,100005,Olympic Educational Service District 114,100044,16049,Chimacum School District,100954,3275,Chimacum Junior/Senior High School,26,324,12.5,1,1/10/25
672,2017-18,4,School,100955,Chimacum Middle School,Jefferson,100005,Olympic Educational Service District 114,100044,16049,Chimacum School District,100955,4261,Chimacum Middle School,16,186,11.6,1,1/10/25
673,2017-18,4,School,105917,Open Doors Reengagement Program,Jefferson,100005,Olympic Educational Service District 114,100044,16049,Chimacum School District,105917,5397,Open Doors Reengagement Program,1,13,13,1,1/10/25
674,2017-18,4,School,100952,PI Program,Jefferson,100005,Olympic Educational Service District 114,100044,16049,Chimacum School District,100952,1724,PI Program,5,63,12.6,1,1/10/25
675,2017-18,4,School,100345,Charles Francis Adams High School,Asotin,100007,Educational Service District 123,100045,2250,Clarkston School District,100345,2299,Charles Francis Adams High School,43,796,18.5,1,1/10/25
676,2017-18,4,School,100344,Educational Opportunity Center,Asotin,100007,Educational Service District 123,100045,2250,Clarkston School District,100344,1617,Educational Opportunity Center,5,101,20.2,1,1/10/25
677,2017-18,4,School,105919,Educational Opportunity Center Reengagement,Asotin,100007,Educational Service District 123,100045,2250,Clarkston School District,105919,5413,Educational Opportunity Center Reengagement,5,13,2.6,1,1/10/25
678,2017-18,4,School,100348,Grantham Elementary,Asotin,100007,Educational Service District 123,100045,2250,Clarkston School District,100348,2962,Grantham Elementary,20,270,13.5,1,1/10/25
679,2017-18,4,School,100351,Heights Elementary,Asotin,100007,Educational Service District 123,100045,2250,Clarkston School District,100351,4384,Heights Elementary,23,415,18,1,1/10/25
680,2017-18,4,School,100349,Highland Elementary,Asotin,100007,Educational Service District 123,100045,2250,Clarkston School District,100349,3266,Highland Elementary,23,309,13.4,1,1/10/25
681,2017-18,4,School,100346,Lincoln Middle School,Asotin,100007,Educational Service District 123,100045,2250,Clarkston School District,100346,2501,Lincoln Middle School,21,401,19.1,1,1/10/25
682,2017-18,4,School,100347,Parkway Elementary,Asotin,100007,Educational Service District 123,100045,2250,Clarkston School District,100347,2823,Parkway Elementary,22,335,15.2,1,1/10/25
683,2017-18,4,School,100350,Special Services,Asotin,100007,Educational Service District 123,100045,2250,Clarkston School District,100350,3616,Special Services,0,79,NULL,0,1/10/25
684,2017-18,4,School,101784,Cle Elum Roslyn Elementary,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,101784,2328,Cle Elum Roslyn Elementary,25,449,18,1,1/10/25
685,2017-18,4,School,101785,Cle Elum Roslyn High School,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,101785,2329,Cle Elum Roslyn High School,19,264,13.9,1,1/10/25
686,2017-18,4,School,103977,Swiftwater Alternative High School,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,103977,1987,Swiftwater Alternative High School,19,24,1.3,1,1/10/25
687,2017-18,4,School,101786,Walter Strom Middle School,Kittitas,100002,Educational Service District 105,100046,19404,Cle Elum-Roslyn School District,101786,2570,Walter Strom Middle School,14,184,13.1,1,1/10/25
688,2017-18,4,School,104144,General William H. Harrison Preparatory School,Pierce,100006,Puget Sound Educational Service District 121,100047,27400,Clover Park School District,104144,5027,General William H. Harrison Preparatory School,39,690,17.7,1,1/10/25
689,2017-18,4,School,102210,Alfaretta House,Pierce,100006,Puget Sound Educational Service District 121,100047,27400,Clover Park School District,102210,1825,Alfaretta House,1,162,162,1,1/10/25
690,2017-18,4,School,102233,Beachwood Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100047,27400,Clover Park School District,102233,3454,Beachwood Elementary School,20,328,16.4,1,1/10/25
691,2017-18,4,School,102236,Carter Lake Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100047,27400,Clover Park School District,102236,3457,Carter Lake Elementary School,25,484,19.4,1,1/10/25
692,2017-18,4,School,105892,Clover Park Early Learning Program,Pierce,100006,Puget Sound Educational Service District 121,100047,27400,Clover Park School District,105892,5386,Clover Park Early Learning Program,0,318,NULL,0,1/10/25
693,2017-18,4,School,102218,Clover Park High School,Pierce,100006,Puget Sound Educational Service District 121,100047,27400,Clover Park School District,102218,2425,Clover Park High School,70,1285,18.4,1,1/10/25
694,2017-18,4,School,105915,CPSD Open Doors Program,Pierce,100006,Puget Sound Educational Service District 121,100047,27400,Clover Park School District,105915,5411,CPSD Open Doors Program,4,158,39.5,1,1/10/25
695,2017-18,4,School,102222,Custer Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100047,27400,Clover Park School District,102222,2943,Custer Elementary School,23,320,13.9,1,1/10/25
